start,end,length_steps,duration_minutes
2024-04-04 13:00:00+00:00,2024-04-04 13:00:00+00:00,1,10.0
2024-04-04 15:50:00+00:00,2024-04-04 15:50:00+00:00,1,10.0
2024-04-04 16:10:00+00:00,2024-04-04 16:10:00+00:00,1,10.0
2024-04-04 16:30:00+00:00,2024-04-04 16:30:00+00:00,1,10.0
2024-04-04 17:10:00+00:00,2024-04-05 06:40:00+00:00,82,820.0
2024-04-05 15:30:00+00:00,2024-04-05 15:30:00+00:00,1,10.0
2024-04-05 16:10:00+00:00,2024-04-05 16:10:00+00:00,1,10.0
2024-04-05 16:30:00+00:00,2024-04-05 16:30:00+00:00,1,10.0
2024-04-05 16:50:00+00:00,2024-04-05 17:00:00+00:00,2,20.0
2024-04-05 17:20:00+00:00,2024-04-06 05:40:00+00:00,75,750.0
2024-04-06 13:50:00+00:00,2024-04-06 13:50:00+00:00,1,10.0
2024-04-06 14:20:00+00:00,2024-04-06 14:20:00+00:00,1,10.0
2024-04-06 16:50:00+00:00,2024-04-06 17:10:00+00:00,3,30.0
2024-04-06 17:30:00+00:00,2024-04-07 05:50:00+00:00,75,750.0
2024-04-07 08:20:00+00:00,2024-04-07 08:20:00+00:00,1,10.0
2024-04-07 16:00:00+00:00,2024-04-07 16:00:00+00:00,1,10.0
2024-04-07 16:20:00+00:00,2024-04-07 16:40:00+00:00,3,30.0
2024-04-07 17:00:00+00:00,2024-04-08 05:40:00+00:00,77,770.0
2024-04-08 06:00:00+00:00,2024-04-08 06:00:00+00:00,1,10.0
2024-04-08 14:10:00+00:00,2024-04-08 14:10:00+00:00,1,10.0
2024-04-08 15:50:00+00:00,2024-04-08 15:50:00+00:00,1,10.0
2024-04-08 16:40:00+00:00,2024-04-08 16:50:00+00:00,2,20.0
2024-04-08 17:10:00+00:00,2024-04-09 06:10:00+00:00,79,790.0
2024-04-09 06:30:00+00:00,2024-04-09 06:40:00+00:00,2,20.0
2024-04-09 07:20:00+00:00,2024-04-09 07:20:00+00:00,1,10.0
